N 1024
M 10240
R 150
# u v length
646 134 101.0
134 390 102.0
390 134 102.0
134 198 103.0
198 134 103.0
134 166 106.0
166 134 106.0
134 150 104.0
150 134 104.0
134 142 106.0
142 134 106.0
134 136 104.0
136 134 104.0
135 647 104.0
647 135 104.0
135 391 104.0
391 135 104.0
135 199 106.0
199 135 106.0
135 167 104.0
167 135 104.0
135 151 101.0
151 135 101.0
135 143 107.0
143 135 107.0
135 136 110.0
136 135 110.0
136 648 107.0
648 136 107.0
136 392 104.0
392 136 104.0
136 200 109.0
200 136 109.0
136 168 109.0
168 136 109.0
136 152 108.0
152 136 108.0
136 144 104.0
144 136 104.0
137 649 100.0
649 137 100.0
137 393 105.0
393 137 105.0
137 201 107.0
201 137 107.0
137 169 107.0
169 137 107.0
137 153 107.0
153 137 107.0
137 141 108.0
141 137 108.0
137 139 104.0
139 137 104.0
137 138 103.0
138 137 103.0
138 650 104.0
650 138 104.0
138 394 103.0
394 138 103.0
138 202 107.0
202 138 107.0
138 170 101.0
170 138 101.0
138 154 103.0
154 138 103.0
138 142 107.0
142 138 107.0
138 140 109.0
140 138 109.0
139 651 103.0
651 139 103.0
139 395 101.0
395 139 101.0
139 203 106.0
203 139 106.0
139 171 100.0
171 139 100.0
139 155 110.0
155 139 110.0
139 143 104.0
143 139 104.0
139 140 105.0
140 139 105.0
140 652 103.0
652 140 103.0
140 396 102.0
396 140 102.0
140 204 103.0
204 140 103.0
140 172 109.0
172 140 109.0
140 156 101.0
156 140 101.0
140 144 106.0
144 140 106.0
141 653 100.0
653 141 100.0
141 397 105.0
397 141 105.0
141 205 104.0
205 141 104.0
141 173 101.0
173 141 101.0
141 157 108.0
157 141 108.0
141 143 107.0
143 141 107.0
141 142 100.0
142 141 100.0
142 654 108.0
654 142 108.0
142 398 106.0
398 142 106.0
142 206 103.0
206 142 103.0
142 174 104.0
174 142 104.0
142 158 103.0
158 142 103.0
142 144 105.0
144 142 105.0
143 655 107.0
655 143 107.0
143 399 109.0
399 143 109.0
143 207 102.0
207 143 102.0
143 175 105.0
175 143 105.0
143 159 104.0
159 143 104.0
143 144 100.0
144 143 100.0
144 656 100.0
656 144 100.0
144 400 102.0
400 144 102.0
144 208 106.0
208 144 106.0
144 176 109.0
176 144 109.0
144 160 104.0
160 144 104.0
145 657 109.0
657 145 109.0
145 401 103.0
401 145 103.0
145 209 101.0
209 145 101.0
145 177 103.0
177 145 103.0
145 153 110.0
153 145 110.0
145 149 106.0
149 145 106.0
145 147 104.0
147 145 104.0
145 146 105.0
146 145 105.0
146 658 106.0
658 146 106.0
146 402 110.0
402 146 110.0
146 210 104.0
210 146 104.0
146 178 100.0
178 146 100.0
146 154 104.0
154 146 104.0
146 150 106.0
150 146 106.0
146 148 108.0
148 146 108.0
147 659 109.0
659 147 109.0
147 403 101.0
403 147 101.0
147 211 101.0
211 147 101.0
147 179 107.0
179 147 107.0
147 155 109.0
155 147 109.0
147 151 106.0
151 147 106.0
147 148 107.0
148 147 107.0
148 660 110.0
660 148 110.0
148 404 100.0
404 148 100.0
148 212 110.0
212 148 110.0
148 180 102.0
180 148 102.0
148 156 110.0
156 148 110.0
148 152 105.0
152 148 105.0
149 661 103.0
661 149 103.0
149 405 107.0
405 149 107.0
149 213 106.0
213 149 106.0
149 181 109.0
181 149 109.0
149 157 109.0
157 149 109.0
149 151 107.0
151 149 107.0
149 150 108.0
150 149 108.0
150 662 107.0
662 150 107.0
150 406 103.0
406 150 103.0
150 214 105.0
214 150 105.0
150 182 107.0
182 150 107.0
150 158 103.0
158 150 103.0
150 152 109.0
152 150 109.0
151 663 104.0
663 151 104.0
151 407 110.0
407 151 110.0
151 215 103.0
215 151 103.0
151 183 110.0
183 151 110.0
151 159 101.0
159 151 101.0
151 152 104.0
152 151 104.0
152 664 109.0
664 152 109.0
152 408 110.0
408 152 110.0
152 216 103.0
216 152 103.0
152 184 105.0
184 152 105.0
152 160 105.0
160 152 105.0
153 665 108.0
665 153 108.0
153 409 110.0
409 153 110.0
153 217 107.0
217 153 107.0
153 185 102.0
185 153 102.0
153 157 110.0
157 153 110.0
153 155 106.0
155 153 106.0
153 154 101.0
154 153 101.0
154 666 102.0
666 154 102.0
154 410 109.0
410 154 109.0
154 218 102.0
218 154 102.0
154 186 101.0
186 154 101.0
154 158 109.0
158 154 109.0
154 156 106.0
156 154 106.0
155 667 106.0
667 155 106.0
155 411 109.0
411 155 109.0
155 219 107.0
219 155 107.0
155 187 104.0
187 155 104.0
155 159 109.0
159 155 109.0
155 156 107.0
156 155 107.0
156 668 101.0
668 156 101.0
156 412 100.0
412 156 100.0
156 220 107.0
220 156 107.0
156 188 106.0
188 156 106.0
156 160 105.0
160 156 105.0
157 669 106.0
669 157 106.0
157 413 100.0
413 157 100.0
157 221 103.0
221 157 103.0
157 189 109.0
189 157 109.0
157 159 104.0
159 157 104.0
157 158 107.0
158 157 107.0
158 670 106.0
670 158 106.0
158 414 100.0
414 158 100.0
158 222 108.0
222 158 108.0
158 190 103.0
190 158 103.0
158 160 104.0
160 158 104.0
159 671 101.0
671 159 101.0
159 415 101.0
415 159 101.0
159 223 109.0
223 159 109.0
159 191 110.0
191 159 110.0
159 160 106.0
160 159 106.0
160 672 100.0
672 160 100.0
160 416 107.0
416 160 107.0
160 224 105.0
224 160 105.0
160 192 106.0
192 160 106.0
161 673 109.0
673 161 109.0
161 417 104.0
417 161 104.0
161 225 107.0
225 161 107.0
161 177 102.0
177 161 102.0
161 169 105.0
169 161 105.0
161 165 102.0
165 161 102.0
161 163 110.0
163 161 110.0
161 162 102.0
162 161 102.0
162 674 110.0
674 162 110.0
162 418 105.0
418 162 105.0
162 226 101.0
226 162 101.0
162 178 110.0
178 162 110.0
162 170 109.0
170 162 109.0
162 166 102.0
166 162 102.0
162 164 100.0
164 162 100.0
163 675 108.0
675 163 108.0
163 419 100.0
419 163 100.0
163 227 110.0
227 163 110.0
163 179 107.0
179 163 107.0
163 171 106.0
171 163 106.0
163 167 101.0
167 163 101.0
163 164 101.0
164 163 101.0
164 676 109.0
676 164 109.0
164 420 105.0
420 164 105.0
164 228 107.0
228 164 107.0
164 180 105.0
180 164 105.0
164 172 105.0
172 164 105.0
164 168 101.0
168 164 101.0
165 677 109.0
677 165 109.0
165 421 107.0
421 165 107.0
165 229 103.0
229 165 103.0
165 181 104.0
181 165 104.0
165 173 104.0
173 165 104.0
165 167 109.0
167 165 109.0
165 166 102.0
166 165 102.0
166 678 101.0
678 166 101.0
166 422 108.0
422 166 108.0
166 230 107.0
230 166 107.0
166 182 102.0
182 166 102.0
166 174 109.0
174 166 109.0
166 168 100.0
168 166 100.0
167 679 101.0
679 167 101.0
167 423 102.0
423 167 102.0
167 231 103.0
231 167 103.0
167 183 108.0
183 167 108.0
167 175 107.0
175 167 107.0
167 168 107.0
168 167 107.0
168 680 106.0
680 168 106.0
168 424 103.0
424 168 103.0
168 232 101.0
232 168 101.0
168 184 103.0
184 168 103.0
168 176 101.0
176 168 101.0
169 681 102.0
681 169 102.0
169 425 107.0
425 169 107.0
169 233 104.0
233 169 104.0
169 185 109.0
185 169 109.0
169 173 106.0
173 169 106.0
169 171 103.0
171 169 103.0
169 170 104.0
170 169 104.0
170 682 107.0
682 170 107.0
170 426 109.0
426 170 109.0
170 234 108.0
234 170 108.0
170 186 109.0
186 170 109.0
170 174 103.0
174 170 103.0
170 172 102.0
172 170 102.0
171 683 101.0
683 171 101.0
171 427 105.0
427 171 105.0
171 235 100.0
235 171 100.0
171 187 110.0
187 171 110.0
171 175 108.0
175 171 108.0
171 172 101.0
172 171 101.0
172 684 101.0
684 172 101.0
172 428 104.0
428 172 104.0
172 236 108.0
236 172 108.0
172 188 102.0
188 172 102.0
172 176 104.0
176 172 104.0
173 685 100.0
685 173 100.0
173 429 110.0
429 173 110.0
173 237 101.0
237 173 101.0
173 189 102.0
189 173 102.0
173 175 105.0
175 173 105.0
173 174 108.0
174 173 108.0
174 686 102.0
686 174 102.0
174 430 102.0
430 174 102.0
174 238 103.0
238 174 103.0
174 190 104.0
190 174 104.0
174 176 102.0
176 174 102.0
175 687 110.0
687 175 110.0
175 431 108.0
431 175 108.0
175 239 106.0
239 175 106.0
175 191 106.0
191 175 106.0
175 176 103.0
176 175 103.0
176 688 109.0
688 176 109.0
176 432 102.0
432 176 102.0
176 240 101.0
240 176 101.0
176 192 108.0
192 176 108.0
177 689 107.0
689 177 107.0
177 433 100.0
433 177 100.0
177 241 108.0
241 177 108.0
177 185 101.0
185 177 101.0
177 181 109.0
181 177 109.0
177 179 107.0
179 177 107.0
177 178 103.0
178 177 103.0
178 690 104.0
690 178 104.0
178 434 102.0
434 178 102.0
178 242 103.0
242 178 103.0
178 186 100.0
186 178 100.0
178 182 110.0
182 178 110.0
178 180 108.0
180 178 108.0
179 691 104.0
691 179 104.0
179 435 108.0
435 179 108.0
179 243 109.0
243 179 109.0
179 187 109.0
187 179 109.0
179 183 101.0
183 179 101.0
179 180 103.0
180 179 103.0
180 692 110.0
692 180 110.0
180 436 103.0
436 180 103.0
180 244 103.0
244 180 103.0
180 188 100.0
188 180 100.0
180 184 106.0
184 180 106.0
181 693 108.0
693 181 108.0
181 437 109.0
437 181 109.0
181 245 105.0
245 181 105.0
181 189 108.0
189 181 108.0
181 183 107.0
183 181 107.0
181 182 104.0
182 181 104.0
182 694 103.0
694 182 103.0
182 438 103.0
438 182 103.0
182 246 103.0
246 182 103.0
182 190 110.0
190 182 110.0
182 184 106.0
184 182 106.0
183 695 108.0
695 183 108.0
183 439 101.0
439 183 101.0
183 247 108.0
247 183 108.0
183 191 102.0
191 183 102.0
183 184 106.0
184 183 106.0
184 696 109.0
696 184 109.0
184 440 103.0
440 184 103.0
184 248 106.0
248 184 106.0
184 192 101.0
192 184 101.0
185 697 104.0
697 185 104.0
185 441 101.0
441 185 101.0
185 249 102.0
249 185 102.0
185 189 101.0
189 185 101.0
185 187 102.0
187 185 102.0
185 186 108.0
186 185 108.0
186 698 100.0
698 186 100.0
186 442 105.0
442 186 105.0
186 250 110.0
250 186 110.0
186 190 102.0
190 186 102.0
186 188 102.0
188 186 102.0
187 699 107.0
699 187 107.0
187 443 100.0
443 187 100.0
187 251 109.0
251 187 109.0
187 191 101.0
191 187 101.0
187 188 101.0
188 187 101.0
188 700 108.0
700 188 108.0
188 444 110.0
444 188 110.0
188 252 100.0
252 188 100.0
188 192 100.0
192 188 100.0
189 701 109.0
701 189 109.0
189 445 101.0
445 189 101.0
189 253 108.0
253 189 108.0
189 191 102.0
191 189 102.0
189 190 104.0
190 189 104.0
190 702 106.0
702 190 106.0
190 446 107.0
446 190 107.0
190 254 100.0
254 190 100.0
190 192 110.0
192 190 110.0
191 703 108.0
703 191 108.0
191 447 104.0
447 191 104.0
191 255 100.0
255 191 100.0
191 192 101.0
192 191 101.0
192 704 110.0
704 192 110.0
192 448 109.0
448 192 109.0
192 256 107.0
256 192 107.0
193 705 109.0
705 193 109.0
193 449 102.0
449 193 102.0
193 225 107.0
225 193 107.0
193 209 106.0
209 193 106.0
193 201 102.0
201 193 102.0
193 197 102.0
197 193 102.0
193 195 100.0
195 193 100.0
193 194 104.0
194 193 104.0
194 706 104.0
706 194 104.0
194 450 110.0
450 194 110.0
194 226 100.0
226 194 100.0
194 210 105.0
210 194 105.0
194 202 104.0
202 194 104.0
194 198 109.0
198 194 109.0
194 196 108.0
196 194 108.0
195 707 106.0
707 195 106.0
195 451 103.0
451 195 103.0
195 227 106.0
227 195 106.0
195 211 107.0
211 195 107.0
195 203 107.0
203 195 107.0
195 199 102.0
199 195 102.0
195 196 100.0
196 195 100.0
196 708 110.0
708 196 110.0
196 452 102.0
452 196 102.0
196 228 107.0
228 196 107.0
196 212 106.0
212 196 106.0
196 204 104.0
204 196 104.0
196 200 101.0
200 196 101.0
197 709 104.0
709 197 104.0
197 453 101.0
453 197 101.0
197 229 106.0
229 197 106.0
197 213 105.0
213 197 105.0
197 205 105.0
205 197 105.0
197 199 109.0
199 197 109.0
197 198 100.0
198 197 100.0
198 710 103.0
710 198 103.0
198 454 101.0
454 198 101.0
198 230 103.0
230 198 103.0
198 214 109.0
214 198 109.0
198 206 110.0
206 198 110.0
198 200 109.0
200 198 109.0
199 711 110.0
711 199 110.0
199 455 108.0
455 199 108.0
199 231 108.0
231 199 108.0
199 215 109.0
215 199 109.0
199 207 104.0
207 199 104.0
199 200 107.0
200 199 107.0
200 712 107.0
712 200 107.0
200 456 108.0
456 200 108.0
200 232 105.0
232 200 105.0
200 216 102.0
216 200 102.0
200 208 104.0
208 200 104.0
201 713 110.0
713 201 110.0
201 457 105.0
457 201 105.0
201 233 104.0
233 201 104.0
201 217 105.0
217 201 105.0
201 205 102.0
205 201 102.0
201 203 109.0
203 201 109.0
201 202 110.0
202 201 110.0
202 714 101.0
714 202 101.0
202 458 105.0
458 202 105.0
202 234 107.0
234 202 107.0
202 218 103.0
218 202 103.0
202 206 104.0
206 202 104.0
202 204 108.0
204 202 108.0
203 715 100.0
715 203 100.0
203 459 103.0
459 203 103.0
203 235 102.0
235 203 102.0
203 219 108.0
219 203 108.0
203 207 103.0
207 203 103.0
203 204 107.0
204 203 107.0
204 716 104.0
716 204 104.0
204 460 108.0
460 204 108.0
204 236 107.0
236 204 107.0
204 220 106.0
220 204 106.0
204 208 106.0
208 204 106.0
205 717 108.0
717 205 108.0
205 461 100.0
461 205 100.0
205 237 106.0
237 205 106.0
205 221 103.0
221 205 103.0
205 207 105.0
207 205 105.0
205 206 105.0
206 205 105.0
206 718 105.0
718 206 105.0
206 462 103.0
462 206 103.0
206 238 109.0
238 206 109.0
206 222 101.0
222 206 101.0
206 208 104.0
208 206 104.0
207 719 104.0
719 207 104.0
207 463 109.0
463 207 109.0
207 239 100.0
239 207 100.0
207 223 105.0
223 207 105.0
207 208 108.0
208 207 108.0
208 720 103.0
720 208 103.0
208 464 110.0
464 208 110.0
208 240 110.0
240 208 110.0
208 224 110.0
224 208 110.0
209 721 108.0
721 209 108.0
209 465 103.0
465 209 103.0
209 241 108.0
241 209 108.0
209 217 102.0
217 209 102.0
209 213 106.0
213 209 106.0
209 211 105.0
211 209 105.0
209 210 102.0
210 209 102.0
210 722 102.0
722 210 102.0
210 466 106.0
466 210 106.0
210 242 105.0
242 210 105.0
210 218 108.0
218 210 108.0
210 214 106.0
214 210 106.0
210 212 110.0
212 210 110.0
211 723 108.0
723 211 108.0
211 467 106.0
467 211 106.0
211 243 101.0
243 211 101.0
211 219 101.0
219 211 101.0
211 215 105.0
215 211 105.0
211 212 102.0
212 211 102.0
212 724 106.0
724 212 106.0
212 468 103.0
468 212 103.0
212 244 107.0
244 212 107.0
212 220 100.0
220 212 100.0
212 216 109.0
216 212 109.0
213 725 109.0
725 213 109.0
213 469 103.0
469 213 103.0
213 245 101.0
245 213 101.0
213 221 108.0
221 213 108.0
213 215 107.0
215 213 107.0
213 214 104.0
214 213 104.0
214 726 106.0
726 214 106.0
214 470 106.0
470 214 106.0
214 246 105.0
246 214 105.0
214 222 106.0
222 214 106.0
214 216 110.0
216 214 110.0
215 727 106.0
727 215 106.0
215 471 102.0
471 215 102.0
215 247 100.0
247 215 100.0
215 223 106.0
223 215 106.0
215 216 103.0
216 215 103.0
216 728 100.0
728 216 100.0
216 472 101.0
472 216 101.0
216 248 106.0
248 216 106.0
216 224 104.0
224 216 104.0
217 729 106.0
729 217 106.0
217 473 108.0
473 217 108.0
217 249 104.0
249 217 104.0
217 221 104.0
221 217 104.0
217 219 104.0
219 217 104.0
217 218 100.0
218 217 100.0
218 730 106.0
730 218 106.0
218 474 104.0
474 218 104.0
218 250 101.0
250 218 101.0
218 222 103.0
222 218 103.0
218 220 107.0
220 218 107.0
219 731 106.0
731 219 106.0
219 475 109.0
475 219 109.0
219 251 105.0
251 219 105.0
219 223 110.0
223 219 110.0
219 220 100.0
220 219 100.0
220 732 105.0
732 220 105.0
220 476 101.0
476 220 101.0
220 252 110.0
252 220 110.0
220 224 106.0
224 220 106.0
221 733 107.0
733 221 107.0
221 477 101.0
477 221 101.0
221 253 105.0
253 221 105.0
221 223 100.0
223 221 100.0
221 222 104.0
222 221 104.0
222 734 110.0
734 222 110.0
222 478 104.0
478 222 104.0
222 254 109.0
254 222 109.0
222 224 110.0
224 222 110.0
223 735 106.0
735 223 106.0
223 479 101.0
479 223 101.0
223 255 109.0
255 223 109.0
223 224 102.0
224 223 102.0
224 736 107.0
736 224 107.0
224 480 107.0
480 224 107.0
224 256 110.0
256 224 110.0
225 737 105.0
737 225 105.0
225 481 101.0
481 225 101.0
225 241 101.0
241 225 101.0
225 233 103.0
233 225 103.0
225 229 110.0
229 225 110.0
225 227 106.0
227 225 106.0
225 226 109.0
226 225 109.0
226 738 100.0
738 226 100.0
226 482 110.0
482 226 110.0
226 242 110.0
242 226 110.0
226 234 105.0
234 226 105.0
226 230 103.0
230 226 103.0
226 228 105.0
228 226 105.0
227 739 104.0
739 227 104.0
227 483 109.0
483 227 109.0
227 243 102.0
243 227 102.0
227 235 104.0
235 227 104.0
227 231 108.0
231 227 108.0
227 228 108.0
228 227 108.0
228 740 107.0
740 228 107.0
228 484 107.0
484 228 107.0
228 244 107.0
244 228 107.0
228 236 103.0
236 228 103.0
228 232 101.0
232 228 101.0
229 741 107.0
741 229 107.0
229 485 110.0
485 229 110.0
229 245 101.0
245 229 101.0
229 237 100.0
237 229 100.0
229 231 101.0
231 229 101.0
229 230 101.0
230 229 101.0
230 742 102.0
742 230 102.0
230 486 107.0
486 230 107.0
230 246 107.0
246 230 107.0
230 238 105.0
238 230 105.0
230 232 103.0
232 230 103.0
231 743 105.0
743 231 105.0
231 487 103.0
487 231 103.0
231 247 101.0
247 231 101.0
231 239 109.0
239 231 109.0
231 232 104.0
232 231 104.0
232 744 101.0
744 232 101.0
232 488 107.0
488 232 107.0
232 248 110.0
248 232 110.0
232 240 109.0
240 232 109.0
233 745 107.0
745 233 107.0
233 489 102.0
489 233 102.0
233 249 101.0
249 233 101.0
233 237 100.0
237 233 100.0
233 235 101.0
235 233 101.0
233 234 101.0
234 233 101.0
234 746 103.0
746 234 103.0
234 490 106.0
490 234 106.0
234 250 110.0
250 234 110.0
234 238 102.0
238 234 102.0
234 236 100.0
236 234 100.0
235 747 100.0
747 235 100.0
235 491 109.0
491 235 109.0
235 251 109.0
251 235 109.0
235 239 110.0
239 235 110.0
235 236 106.0
236 235 106.0
236 748 101.0
748 236 101.0
236 492 105.0
492 236 105.0
236 252 108.0
252 236 108.0
236 240 110.0
240 236 110.0
237 749 106.0
749 237 106.0
237 493 106.0
493 237 106.0
237 253 105.0
253 237 105.0
237 239 108.0
239 237 108.0
237 238 103.0
238 237 103.0
238 750 101.0
750 238 101.0
238 494 105.0
494 238 105.0
238 254 104.0
254 238 104.0
238 240 109.0
240 238 109.0
239 751 110.0
751 239 110.0
239 495 100.0
495 239 100.0
239 255 103.0
255 239 103.0
239 240 105.0
240 239 105.0
240 752 109.0
752 240 109.0
240 496 109.0
496 240 109.0
240 256 102.0
256 240 102.0
241 753 108.0
753 241 108.0
241 497 109.0
497 241 109.0
241 249 104.0
249 241 104.0
241 245 107.0
245 241 107.0
241 243 104.0
243 241 104.0
241 242 105.0
242 241 105.0
242 754 105.0
754 242 105.0
242 498 101.0
498 242 101.0
242 250 104.0
250 242 104.0
242 246 108.0
246 242 108.0
242 244 102.0
244 242 102.0
243 755 103.0
755 243 103.0
243 499 102.0
499 243 102.0
243 251 108.0
251 243 108.0
243 247 106.0
247 243 106.0
243 244 107.0
244 243 107.0
244 756 103.0
756 244 103.0
244 500 101.0
500 244 101.0
244 252 102.0
252 244 102.0
244 248 105.0
248 244 105.0
245 757 105.0
757 245 105.0
245 501 101.0
501 245 101.0
245 253 110.0
253 245 110.0
245 247 104.0
247 245 104.0
245 246 100.0
246 245 100.0
246 758 101.0
758 246 101.0
246 502 106.0
502 246 106.0
246 254 110.0
254 246 110.0
246 248 101.0
248 246 101.0
247 759 103.0
759 247 103.0
247 503 103.0
503 247 103.0
247 255 103.0
255 247 103.0
247 248 101.0
248 247 101.0
248 760 103.0
760 248 103.0
248 504 104.0
504 248 104.0
248 256 107.0
256 248 107.0
249 761 106.0
761 249 106.0
249 505 100.0
505 249 100.0
249 253 103.0
253 249 103.0
249 251 100.0
251 249 100.0
249 250 105.0
250 249 105.0
250 762 105.0
762 250 105.0
250 506 103.0
506 250 103.0
250 254 102.0
254 250 102.0
250 252 104.0
252 250 104.0
251 763 107.0
763 251 107.0
251 507 103.0
507 251 103.0
251 255 100.0
255 251 100.0
251 252 110.0
252 251 110.0
252 764 101.0
764 252 101.0
252 508 103.0
508 252 103.0
252 256 110.0
256 252 110.0
253 765 103.0
765 253 103.0
253 509 101.0
509 253 101.0
253 255 110.0
255 253 110.0
253 254 101.0
254 253 101.0
254 766 100.0
766 254 100.0
254 510 110.0
510 254 110.0
254 256 108.0
256 254 108.0
255 767 102.0
767 255 102.0
255 511 101.0
511 255 101.0
255 256 102.0
256 255 102.0
256 768 104.0
768 256 104.0
256 512 102.0
512 256 102.0
257 769 103.0
769 257 103.0
257 385 106.0
385 257 106.0
257 321 109.0
321 257 109.0
257 289 109.0
289 257 109.0
257 273 107.0
273 257 107.0
257 265 106.0
265 257 106.0
257 261 108.0
261 257 108.0
257 259 109.0
259 257 109.0
257 258 109.0
258 257 109.0
258 770 108.0
770 258 108.0
258 386 102.0
386 258 102.0
258 322 110.0
322 258 110.0
258 290 102.0
290 258 102.0
258 274 104.0
274 258 104.0
258 266 103.0
266 258 103.0
258 262 108.0
262 258 108.0
258 260 110.0
260 258 110.0
259 771 108.0
771 259 108.0
259 387 104.0
387 259 104.0
259 323 107.0
323 259 107.0
259 291 105.0
291 259 105.0
259 275 101.0
275 259 101.0
259 267 102.0
267 259 102.0
259 263 109.0
263 259 109.0
259 260 105.0
260 259 105.0
260 772 110.0
772 260 110.0
260 388 109.0
388 260 109.0
260 324 103.0
324 260 103.0
260 292 106.0
292 260 106.0
260 276 110.0
276 260 110.0
260 268 105.0
268 260 105.0
260 264 109.0
264 260 109.0
261 773 100.0
773 261 100.0
261 389 102.0
389 261 102.0
261 325 110.0
325 261 110.0
261 293 108.0
293 261 108.0
261 277 109.0
277 261 109.0
261 269 100.0
269 261 100.0
261 263 105.0
263 261 105.0
261 262 104.0
262 261 104.0
262 774 110.0
774 262 110.0
262 390 102.0
390 262 102.0
262 326 102.0
326 262 102.0
262 294 106.0
294 262 106.0
262 278 109.0
278 262 109.0
262 270 106.0
270 262 106.0
262 264 100.0
264 262 100.0
263 775 108.0
775 263 108.0
263 391 108.0
391 263 108.0
263 327 107.0
327 263 107.0
263 295 100.0
295 263 100.0
263 279 109.0
279 263 109.0
263 271 100.0
271 263 100.0
263 264 110.0
264 263 110.0
264 776 102.0
776 264 102.0
264 392 105.0
392 264 105.0
264 328 107.0
328 264 107.0
264 296 108.0
296 264 108.0
264 280 110.0
280 264 110.0
264 272 107.0
272 264 107.0
265 777 110.0
777 265 110.0
265 393 101.0
393 265 101.0
265 329 108.0
329 265 108.0
265 297 103.0
297 265 103.0
265 281 105.0
281 265 105.0
265 269 110.0
269 265 110.0
265 267 107.0
267 265 107.0
265 266 104.0
266 265 104.0
266 778 101.0
778 266 101.0
266 394 109.0
394 266 109.0
266 330 102.0
330 266 102.0
266 298 106.0
298 266 106.0
266 282 104.0
282 266 104.0
266 270 102.0
270 266 102.0
266 268 108.0
268 266 108.0
267 779 102.0
779 267 102.0
267 395 107.0
395 267 107.0
267 331 103.0
331 267 103.0
267 299 105.0
299 267 105.0
267 283 104.0
283 267 104.0
267 271 106.0
271 267 106.0
267 268 107.0
268 267 107.0
268 780 100.0
780 268 100.0
268 396 109.0
396 268 109.0
268 332 104.0
332 268 104.0
268 300 105.0
300 268 105.0
268 284 110.0
284 268 110.0
268 272 108.0
272 268 108.0
269 781 108.0
781 269 108.0
269 397 108.0
397 269 108.0
269 333 104.0
333 269 104.0
269 301 104.0
301 269 104.0
269 285 102.0
285 269 102.0
269 271 107.0
271 269 107.0
269 270 102.0
270 269 102.0
270 782 107.0
782 270 107.0
270 398 104.0
398 270 104.0
270 334 103.0
334 270 103.0
270 302 103.0
302 270 103.0
270 286 103.0
286 270 103.0
270 272 107.0
272 270 107.0
271 783 110.0
783 271 110.0
271 399 108.0
399 271 108.0
271 335 109.0
335 271 109.0
271 303 100.0
303 271 100.0
271 287 110.0
287 271 110.0
271 272 100.0
272 271 100.0
272 784 104.0
784 272 104.0
272 400 101.0
400 272 101.0
272 336 108.0
336 272 108.0
272 304 100.0
304 272 100.0
272 288 106.0
288 272 106.0
273 785 110.0
785 273 110.0
273 401 101.0
401 273 101.0
273 337 105.0
337 273 105.0
273 305 100.0
305 273 100.0
273 281 106.0
281 273 106.0
273 277 104.0
277 273 104.0
273 275 105.0
275 273 105.0
273 274 104.0
274 273 104.0
274 786 104.0
786 274 104.0
274 402 106.0
402 274 106.0
274 338 110.0
338 274 110.0
274 306 107.0
306 274 107.0
274 282 106.0
282 274 106.0
274 278 100.0
278 274 100.0
274 276 103.0
276 274 103.0
275 787 104.0
787 275 104.0
275 403 108.0
403 275 108.0
275 339 106.0
339 275 106.0
275 307 106.0
307 275 106.0
275 283 102.0
283 275 102.0
275 279 101.0
279 275 101.0
275 276 101.0
276 275 101.0
276 788 103.0
788 276 103.0
276 404 108.0
404 276 108.0
276 340 102.0
340 276 102.0
276 308 102.0
308 276 102.0
276 284 104.0
284 276 104.0
276 280 107.0
280 276 107.0
277 789 105.0
789 277 105.0
277 405 100.0
405 277 100.0
277 341 105.0
341 277 105.0
277 309 104.0
309 277 104.0
277 285 101.0
285 277 101.0
277 279 105.0
279 277 105.0
277 278 101.0
278 277 101.0
278 790 102.0
790 278 102.0
278 406 104.0
406 278 104.0
278 342 103.0
342 278 103.0
278 310 110.0
310 278 110.0
278 286 109.0
286 278 109.0
278 280 103.0
280 278 103.0
279 791 104.0
791 279 104.0
279 407 108.0
407 279 108.0
279 343 110.0
343 279 110.0
279 311 103.0
311 279 103.0
279 287 106.0
287 279 106.0
279 280 106.0
280 279 106.0
280 792 101.0
792 280 101.0
280 408 105.0
408 280 105.0
280 344 105.0
344 280 105.0
280 312 108.0
312 280 108.0
280 288 100.0
288 280 100.0
281 793 102.0
793 281 102.0
281 409 101.0
409 281 101.0
281 345 104.0
345 281 104.0
281 313 104.0
313 281 104.0
281 285 102.0
285 281 102.0
281 283 101.0
283 281 101.0
281 282 109.0
282 281 109.0
282 794 102.0
794 282 102.0
282 410 109.0
410 282 109.0
282 346 108.0
346 282 108.0
282 314 110.0
314 282 110.0
282 286 102.0
286 282 102.0
282 284 103.0
284 282 103.0
283 795 106.0
795 283 106.0
283 411 107.0
411 283 107.0
283 347 105.0
347 283 105.0
283 315 105.0
315 283 105.0
283 287 103.0
287 283 103.0
283 284 109.0
284 283 109.0
284 796 104.0
796 284 104.0
284 412 100.0
412 284 100.0
284 348 110.0
348 284 110.0
284 316 110.0
316 284 110.0
284 288 106.0
288 284 106.0
285 797 110.0
797 285 110.0
285 413 104.0
413 285 104.0
285 349 106.0
349 285 106.0
285 317 108.0
317 285 108.0
285 287 104.0
287 285 104.0
285 286 100.0
286 285 100.0
286 798 105.0
798 286 105.0
286 414 101.0
414 286 101.0
286 350 106.0
350 286 106.0
286 318 110.0
318 286 110.0
286 288 107.0
288 286 107.0
287 799 102.0
799 287 102.0
287 415 106.0
415 287 106.0
287 351 109.0
351 287 109.0
287 319 103.0
319 287 103.0
287 288 103.0
288 287 103.0
288 800 110.0
800 288 110.0
288 416 110.0
416 288 110.0
288 352 106.0
352 288 106.0
288 320 103.0
320 288 103.0
289 801 105.0
801 289 105.0
289 417 100.0
417 289 100.0
