N 3716
M 13500
R 500
# u v length
1471 534 38.0
534 2742 52.0
2742 534 52.0
534 1652 20.0
1652 534 20.0
535 3377 28.0
3377 535 28.0
535 2272 54.0
2272 535 54.0
535 2703 88.0
2703 535 88.0
536 3419 32.0
3419 536 32.0
536 3232 96.0
3232 536 96.0
537 1909 92.0
1909 537 92.0
537 1742 66.0
1742 537 66.0
538 3636 66.0
3636 538 66.0
538 1083 18.0
1083 538 18.0
538 1186 124.0
1186 538 124.0
538 2609 14.0
2609 538 14.0
539 3258 22.0
3258 539 22.0
539 1129 4.0
1129 539 4.0
539 1546 14.0
1546 539 14.0
539 1348 48.0
1348 539 48.0
540 2190 40.0
2190 540 40.0
540 1110 64.0
1110 540 64.0
540 2868 66.0
2868 540 66.0
541 2371 8.0
2371 541 8.0
541 1115 42.0
1115 541 42.0
541 1569 12.0
1569 541 12.0
541 2376 24.0
2376 541 24.0
542 680 12.0
680 542 12.0
542 2093 30.0
2093 542 30.0
543 1327 108.0
1327 543 108.0
543 985 98.0
985 543 98.0
543 989 24.0
989 543 24.0
544 1047 66.0
1047 544 66.0
544 2101 34.0
2101 544 34.0
544 997 146.0
997 544 146.0
544 855 76.0
855 544 76.0
545 1807 74.0
1807 545 74.0
545 1009 4.0
1009 545 4.0
545 2731 60.0
2731 545 60.0
546 2455 28.0
2455 546 28.0
546 2742 38.0
2742 546 38.0
546 1471 52.0
1471 546 52.0
547 2565 88.0
2565 547 88.0
547 986 144.0
986 547 144.0
548 2021 58.0
2021 548 58.0
548 3163 106.0
3163 548 106.0
548 1944 100.0
1944 548 100.0
549 1376 22.0
1376 549 22.0
549 1179 126.0
1179 549 126.0
549 1062 98.0
1062 549 98.0
550 1682 32.0
1682 550 32.0
550 1436 114.0
1436 550 114.0
551 1701 6.0
1701 551 6.0
551 1905 40.0
1905 551 40.0
551 1127 66.0
1127 551 66.0
552 2458 8.0
2458 552 8.0
552 1340 148.0
1340 552 148.0
552 2474 82.0
2474 552 82.0
553 607 156.0
607 553 156.0
553 680 34.0
680 553 34.0
554 3353 20.0
3353 554 20.0
554 2585 14.0
2585 554 14.0
554 3287 58.0
3287 554 58.0
555 1041 6.0
1041 555 6.0
555 3221 44.0
3221 555 44.0
555 1430 38.0
1430 555 38.0
555 1166 24.0
1166 555 24.0
556 2191 70.0
2191 556 70.0
556 791 44.0
791 556 44.0
557 2463 32.0
2463 557 32.0
557 1799 66.0
1799 557 66.0
557 2255 54.0
2255 557 54.0
558 2822 102.0
2822 558 102.0
558 1758 58.0
1758 558 58.0
558 1929 130.0
1929 558 130.0
559 1565 6.0
1565 559 6.0
559 2296 8.0
2296 559 8.0
559 2267 88.0
2267 559 88.0
559 2517 60.0
2517 559 60.0
560 3061 70.0
3061 560 70.0
560 1217 6.0
1217 560 6.0
560 3211 66.0
3211 560 66.0
560 962 56.0
962 560 56.0
561 3014 30.0
3014 561 30.0
561 3051 58.0
3051 561 58.0
561 2979 144.0
2979 561 144.0
561 2332 4.0
2332 561 4.0
562 3098 4.0
3098 562 4.0
562 2916 88.0
2916 562 88.0
562 1272 52.0
1272 562 52.0
562 1832 62.0
1832 562 62.0
563 1867 60.0
1867 563 60.0
563 1974 26.0
1974 563 26.0
563 805 42.0
805 563 42.0
563 1840 36.0
1840 563 36.0
564 595 118.0
595 564 118.0
564 2962 100.0
2962 564 100.0
564 1844 116.0
1844 564 116.0
564 1813 12.0
1813 564 12.0
565 2492 60.0
2492 565 60.0
565 2543 44.0
2543 565 44.0
566 908 146.0
908 566 146.0
566 568 4.0
568 566 4.0
567 3558 58.0
3558 567 58.0
567 1031 38.0
1031 567 38.0
567 2244 30.0
2244 567 30.0
567 2437 26.0
2437 567 26.0
568 1096 146.0
1096 568 146.0
568 630 186.0
630 568 186.0
569 1424 104.0
1424 569 104.0
569 2842 92.0
2842 569 92.0
569 727 140.0
727 569 140.0
570 1416 22.0
1416 570 22.0
570 3218 102.0
3218 570 102.0
571 2936 12.0
2936 571 12.0
571 811 74.0
811 571 74.0
571 1354 34.0
1354 571 34.0
572 2611 42.0
2611 572 42.0
572 1066 26.0
1066 572 26.0
572 3568 62.0
3568 572 62.0
573 3212 46.0
3212 573 46.0
573 1940 2.0
1940 573 2.0
573 3429 60.0
3429 573 60.0
573 2532 136.0
2532 573 136.0
574 3036 20.0
3036 574 20.0
574 1920 50.0
1920 574 50.0
574 777 10.0
777 574 10.0
575 2848 70.0
2848 575 70.0
575 2570 66.0
2570 575 66.0
575 2843 2.0
2843 575 2.0
576 3282 72.0
3282 576 72.0
576 1698 24.0
1698 576 24.0
576 869 122.0
869 576 122.0
576 1075 72.0
1075 576 72.0
577 1668 124.0
1668 577 124.0
577 1393 32.0
1393 577 32.0
577 2813 4.0
2813 577 4.0
577 3152 28.0
3152 577 28.0
578 2159 34.0
2159 578 34.0
578 2746 38.0
2746 578 38.0
578 2186 8.0
2186 578 8.0
578 1055 40.0
1055 578 40.0
579 2931 50.0
2931 579 50.0
579 1799 32.0
1799 579 32.0
579 2463 66.0
2463 579 66.0
580 3345 72.0
3345 580 72.0
580 3547 12.0
3547 580 12.0
580 1685 34.0
1685 580 34.0
580 998 26.0
998 580 26.0
581 2396 30.0
2396 581 30.0
581 1708 94.0
1708 581 94.0
581 2550 54.0
2550 581 54.0
582 3198 20.0
3198 582 20.0
582 719 58.0
719 582 58.0
583 1057 28.0
1057 583 28.0
583 3621 68.0
3621 583 68.0
584 1220 56.0
1220 584 56.0
584 1187 20.0
1187 584 20.0
584 2418 4.0
2418 584 4.0
584 971 92.0
971 584 92.0
585 937 44.0
937 585 44.0
585 686 76.0
686 585 76.0
585 3602 4.0
3602 585 4.0
585 3323 4.0
3323 585 4.0
586 2203 98.0
2203 586 98.0
586 2269 34.0
2269 586 34.0
586 1086 92.0
1086 586 92.0
586 3420 76.0
3420 586 76.0
587 771 64.0
771 587 64.0
587 2095 48.0
2095 587 48.0
588 3637 50.0
3637 588 50.0
588 3663 36.0
3663 588 36.0
588 2251 34.0
2251 588 34.0
588 768 56.0
768 588 56.0
589 675 70.0
675 589 70.0
589 791 28.0
791 589 28.0
589 1604 66.0
1604 589 66.0
590 1081 102.0
1081 590 102.0
590 1158 20.0
1158 590 20.0
591 1593 2.0
1593 591 2.0
591 703 26.0
703 591 26.0
591 1899 66.0
1899 591 66.0
591 2079 60.0
2079 591 60.0
592 1737 58.0
1737 592 58.0
592 1576 44.0
1576 592 44.0
592 3479 30.0
3479 592 30.0
592 1023 28.0
1023 592 28.0
593 1285 34.0
1285 593 34.0
593 2126 14.0
2126 593 14.0
593 2834 48.0
2834 593 48.0
594 1741 24.0
1741 594 24.0
594 3308 132.0
3308 594 132.0
594 1594 94.0
1594 594 94.0
594 725 60.0
725 594 60.0
595 866 24.0
866 595 24.0
595 3642 88.0
3642 595 88.0
596 1738 28.0
1738 596 28.0
596 3695 184.0
3695 596 184.0
596 903 88.0
903 596 88.0
596 3670 134.0
3670 596 134.0
597 659 106.0
659 597 106.0
597 1975 28.0
1975 597 28.0
597 2801 60.0
2801 597 60.0
598 1003 46.0
1003 598 46.0
598 3044 46.0
3044 598 46.0
599 3117 40.0
3117 599 40.0
599 2648 60.0
2648 599 60.0
599 3495 22.0
3495 599 22.0
599 2353 36.0
2353 599 36.0
600 3702 78.0
3702 600 78.0
600 1897 102.0
1897 600 102.0
600 830 174.0
830 600 174.0
601 3513 82.0
3513 601 82.0
601 2120 44.0
2120 601 44.0
601 2907 4.0
2907 601 4.0
601 879 12.0
879 601 12.0
602 660 28.0
660 602 28.0
602 2963 22.0
2963 602 22.0
603 2785 124.0
2785 603 124.0
603 2990 130.0
2990 603 130.0
603 1597 40.0
1597 603 40.0
604 1868 56.0
1868 604 56.0
604 3390 42.0
3390 604 42.0
604 941 46.0
941 604 46.0
605 1574 88.0
1574 605 88.0
605 1464 102.0
1464 605 102.0
605 2668 66.0
2668 605 66.0
605 1777 130.0
1777 605 130.0
606 3599 18.0
3599 606 18.0
606 2554 14.0
2554 606 14.0
606 1829 60.0
1829 606 60.0
606 3109 104.0
3109 606 104.0
607 655 146.0
655 607 146.0
607 2360 34.0
2360 607 34.0
608 1353 138.0
1353 608 138.0
608 1412 104.0
1412 608 104.0
608 3593 16.0
3593 608 16.0
609 2437 30.0
2437 609 30.0
609 2244 26.0
2244 609 26.0
609 3143 10.0
3143 609 10.0
610 1995 4.0
1995 610 4.0
610 3197 22.0
3197 610 22.0
610 2882 44.0
2882 610 44.0
611 3716 156.0
3716 611 156.0
611 1724 56.0
1724 611 56.0
611 1349 46.0
1349 611 46.0
612 2735 70.0
2735 612 70.0
613 3065 22.0
3065 613 22.0
613 2485 28.0
2485 613 28.0
613 1875 62.0
1875 613 62.0
613 882 12.0
882 613 12.0
614 2060 150.0
2060 614 150.0
614 2866 98.0
2866 614 98.0
614 3278 18.0
3278 614 18.0
615 1171 44.0
1171 615 44.0
615 2790 32.0
2790 615 32.0
615 2216 22.0
2216 615 22.0
616 2208 14.0
2208 616 14.0
616 3481 20.0
3481 616 20.0
617 1323 10.0
1323 617 10.0
617 3187 24.0
3187 617 24.0
617 2820 22.0
2820 617 22.0
617 2708 102.0
2708 617 102.0
618 2798 100.0
2798 618 100.0
618 2489 6.0
2489 618 6.0
618 2789 26.0
2789 618 26.0
618 2424 42.0
2424 618 42.0
619 3415 124.0
3415 619 124.0
619 813 50.0
813 619 50.0
619 1214 60.0
1214 619 60.0
620 2324 96.0
2324 620 96.0
620 2913 26.0
2913 620 26.0
620 3185 4.0
3185 620 4.0
620 1038 28.0
1038 620 28.0
621 2741 18.0
2741 621 18.0
621 2747 42.0
2747 621 42.0
621 963 60.0
963 621 60.0
622 1333 130.0
1333 622 130.0
622 1159 162.0
1159 622 162.0
622 1888 32.0
1888 622 32.0
623 3606 50.0
3606 623 50.0
623 3233 94.0
3233 623 94.0
623 2740 54.0
2740 623 54.0
623 3645 82.0
3645 623 82.0
624 2716 22.0
2716 624 22.0
624 1803 72.0
1803 624 72.0
624 1057 24.0
1057 624 24.0
625 1719 24.0
1719 625 24.0
625 3385 56.0
3385 625 56.0
625 1631 20.0
1631 625 20.0
626 2826 40.0
2826 626 40.0
626 3344 100.0
3344 626 100.0
626 2926 160.0
2926 626 160.0
626 1733 32.0
1733 626 32.0
627 2941 58.0
2941 627 58.0
627 1329 70.0
1329 627 70.0
627 3564 26.0
3564 627 26.0
628 1234 76.0
1234 628 76.0
628 910 46.0
910 628 46.0
628 3583 10.0
3583 628 10.0
629 1801 8.0
1801 629 8.0
629 2008 142.0
2008 629 142.0
630 2024 146.0
2024 630 146.0
630 637 20.0
637 630 20.0
631 2962 116.0
2962 631 116.0
631 2488 32.0
2488 631 32.0
631 1844 100.0
1844 631 100.0
632 2037 32.0
2037 632 32.0
632 1529 54.0
1529 632 54.0
633 2008 108.0
2008 633 108.0
633 3265 20.0
3265 633 20.0
634 2120 4.0
2120 634 4.0
634 644 26.0
644 634 26.0
634 2428 56.0
2428 634 56.0
634 2907 44.0
2907 634 44.0
635 1137 8.0
1137 635 8.0
635 3228 82.0
3228 635 82.0
635 2285 42.0
2285 635 42.0
636 3254 66.0
3254 636 66.0
636 2512 102.0
2512 636 102.0
636 2182 38.0
2182 636 38.0
637 2910 146.0
2910 637 146.0
637 643 12.0
643 637 12.0
638 2153 70.0
2153 638 70.0
638 3257 2.0
3257 638 2.0
638 2282 66.0
2282 638 66.0
639 3518 22.0
3518 639 22.0
639 958 60.0
958 639 60.0
639 2052 100.0
2052 639 100.0
639 3395 88.0
3395 639 88.0
640 3592 8.0
3592 640 8.0
640 1642 68.0
1642 640 68.0
640 3000 54.0
3000 640 54.0
640 3628 20.0
3628 640 20.0
641 2867 32.0
2867 641 32.0
641 3239 94.0
3239 641 94.0
641 3063 122.0
3063 641 122.0
642 1177 18.0
1177 642 18.0
642 2695 42.0
2695 642 42.0
642 1093 14.0
1093 642 14.0
642 3360 20.0
3360 642 20.0
643 3436 146.0
3436 643 146.0
643 673 100.0
673 643 100.0
644 2147 4.0
2147 644 4.0
644 1850 82.0
1850 644 82.0
644 1993 56.0
1993 644 56.0
645 1547 30.0
1547 645 30.0
645 2724 46.0
2724 645 46.0
645 1951 32.0
1951 645 32.0
646 2904 120.0
2904 646 120.0
646 2717 24.0
2717 646 24.0
646 1461 4.0
1461 646 4.0
646 2830 60.0
2830 646 60.0
647 1467 26.0
1467 647 26.0
647 1947 18.0
1947 647 18.0
647 1836 74.0
1836 647 74.0
648 921 200.0
921 648 200.0
648 1583 10.0
1583 648 10.0
649 1802 2.0
1802 649 2.0
650 1794 26.0
1794 650 26.0
650 3475 28.0
3475 650 28.0
650 2164 52.0
2164 650 52.0
650 2359 46.0
2359 650 46.0
651 3302 44.0
3302 651 44.0
651 3520 60.0
3520 651 60.0
651 3388 86.0
3388 651 86.0
652 3321 64.0
3321 652 64.0
652 2095 14.0
2095 652 14.0
652 1734 64.0
1734 652 64.0
652 1915 40.0
1915 652 40.0
653 3701 46.0
3701 653 46.0
653 1275 60.0
1275 653 60.0
653 2229 76.0
2229 653 76.0
654 3501 166.0
3501 654 166.0
654 690 26.0
690 654 26.0
654 2669 4.0
2669 654 4.0
654 3394 68.0
3394 654 68.0
655 681 86.0
681 655 86.0
656 1736 94.0
1736 656 94.0
656 1798 40.0
1798 656 40.0
656 3041 28.0
3041 656 28.0
657 2728 50.0
2728 657 50.0
657 2301 34.0
2301 657 34.0
657 807 6.0
807 657 6.0
658 1126 84.0
1126 658 84.0
658 1689 136.0
1689 658 136.0
659 2432 26.0
2432 659 26.0
659 2921 28.0
2921 659 28.0
660 2370 60.0
2370 660 60.0
660 3690 20.0
3690 660 20.0
661 3670 16.0
3670 661 16.0
661 1290 88.0
1290 661 88.0
661 3173 100.0
3173 661 100.0
662 1957 6.0
1957 662 6.0
662 960 86.0
960 662 86.0
662 1770 42.0
1770 662 42.0
663 3531 16.0
3531 663 16.0
663 1168 6.0
1168 663 6.0
663 3207 102.0
3207 663 102.0
663 2304 72.0
2304 663 72.0
664 1759 36.0
1759 664 36.0
664 2596 24.0
2596 664 24.0
664 3486 44.0
3486 664 44.0
664 1387 60.0
1387 664 60.0
665 1874 40.0
1874 665 40.0
665 3271 6.0
3271 665 6.0
665 859 120.0
859 665 120.0
665 2041 14.0
2041 665 14.0
666 1004 140.0
1004 666 140.0
666 3204 40.0
3204 666 40.0
667 2015 36.0
2015 667 36.0
667 1149 102.0
1149 667 102.0
667 3346 128.0
3346 667 128.0
667 1554 48.0
1554 667 48.0
668 1992 68.0
1992 668 68.0
668 3115 50.0
3115 668 50.0
669 3209 20.0
3209 669 20.0
669 1632 166.0
1632 669 166.0
670 1663 184.0
1663 670 184.0
670 1984 110.0
1984 670 110.0
671 3318 24.0
3318 671 24.0
671 1921 32.0
1921 671 32.0
671 2281 64.0
2281 671 64.0
671 3052 90.0
3052 671 90.0
672 2036 98.0
2036 672 98.0
673 712 134.0
712 673 134.0
674 1721 16.0
1721 674 16.0
674 3001 66.0
3001 674 66.0
674 1863 100.0
1863 674 100.0
675 2823 36.0
2823 675 36.0
675 1485 28.0
1485 675 28.0
675 835 32.0
835 675 32.0
676 3195 200.0
3195 676 200.0
676 2912 6.0
2912 676 6.0
676 2224 10.0
2224 676 10.0
677 2752 50.0
2752 677 50.0
677 2628 14.0
2628 677 14.0
677 1677 46.0
1677 677 46.0
678 1312 60.0
1312 678 60.0
678 894 28.0
894 678 28.0
679 1930 82.0
1930 679 82.0
679 896 84.0
896 679 84.0
680 2360 156.0
2360 680 156.0
680 2322 30.0
2322 680 30.0
681 702 78.0
702 681 78.0
681 1142 34.0
1142 681 34.0
682 1200 6.0
1200 682 6.0
682 3117 36.0
3117 682 36.0
682 2353 40.0
2353 682 40.0
682 2023 14.0
2023 682 14.0
683 1816 26.0
1816 683 26.0
683 1238 14.0
1238 683 14.0
683 2619 42.0
2619 683 42.0
683 1618 46.0
1618 683 46.0
684 1250 50.0
1250 684 50.0
684 2502 52.0
2502 684 52.0
684 2927 58.0
2927 684 58.0
685 3431 94.0
3431 685 94.0
685 1966 28.0
1966 685 28.0
685 3480 32.0
3480 685 32.0
686 2071 44.0
2071 686 44.0
686 3604 4.0
3604 686 4.0
687 1462 106.0
1462 687 106.0
687 2560 40.0
2560 687 40.0
687 2559 22.0
2559 687 22.0
688 3567 132.0
3567 688 132.0
688 2195 80.0
2195 688 80.0
688 1135 66.0
1135 688 66.0
688 1552 158.0
1552 688 158.0
689 2731 52.0
2731 689 52.0
689 1283 4.0
1283 689 4.0
689 1255 8.0
1255 689 8.0
690 2493 58.0
2493 690 58.0
690 2679 4.0
2679 690 4.0
691 2423 66.0
2423 691 66.0
691 1114 134.0
1114 691 134.0
691 2869 158.0
2869 691 158.0
691 1795 16.0
1795 691 16.0
692 2166 12.0
2166 692 12.0
692 2851 34.0
2851 692 34.0
692 3538 2.0
3538 692 2.0
692 1671 40.0
1671 692 40.0
693 1783 12.0
1783 693 12.0
693 1102 102.0
1102 693 102.0
693 2604 22.0
2604 693 22.0
694 3634 62.0
3634 694 62.0
694 2566 106.0
2566 694 106.0
694 2054 94.0
2054 694 94.0
695 2643 40.0
2643 695 40.0
695 1636 30.0
1636 695 30.0
695 2940 30.0
2940 695 30.0
695 1336 20.0
1336 695 20.0
696 2858 4.0
2858 696 4.0
696 1941 44.0
1941 696 44.0
696 3618 22.0
3618 696 22.0
696 2077 48.0
2077 696 48.0
697 968 20.0
968 697 20.0
697 3274 4.0
3274 697 4.0
697 847 18.0
847 697 18.0
697 983 150.0
983 697 150.0
698 1112 84.0
1112 698 84.0
698 1478 92.0
1478 698 92.0
698 2917 54.0
2917 698 54.0
699 3172 40.0
3172 699 40.0
699 1713 46.0
1713 699 46.0
699 2453 98.0
2453 699 98.0
700 2653 12.0
2653 700 12.0
700 1225 14.0
1225 700 14.0
700 2618 26.0
2618 700 26.0
701 1191 52.0
1191 701 52.0
701 877 64.0
877 701 64.0
701 709 64.0
709 701 64.0
702 736 100.0
736 702 100.0
702 1977 34.0
1977 702 34.0
703 1743 2.0
1743 703 2.0
703 1931 12.0
1931 703 12.0
703 1473 66.0
1473 703 66.0
704 1376 26.0
1376 704 26.0
704 1980 30.0
1980 704 30.0
705 3576 12.0
3576 705 12.0
705 2683 26.0
2683 705 26.0
705 1823 42.0
1823 705 42.0
706 2219 50.0
2219 706 50.0
706 2396 16.0
2396 706 16.0
707 2493 4.0
2493 707 4.0
707 1793 56.0
1793 707 56.0
707 2679 58.0
2679 707 58.0
708 2819 30.0
2819 708 30.0
708 929 46.0
929 708 46.0
708 2456 142.0
2456 708 142.0
709 3337 64.0
3337 709 64.0
709 1908 30.0
1908 709 30.0
709 858 22.0
858 709 22.0
710 1090 60.0
1090 710 60.0
710 1343 20.0
1343 710 20.0
710 1067 6.0
1067 710 6.0
710 2958 24.0
2958 710 24.0
711 2511 6.0
2511 711 6.0
711 2092 144.0
2092 711 144.0
712 2816 146.0
2816 712 146.0
712 772 184.0
772 712 184.0
713 2045 10.0
2045 713 10.0
713 3623 34.0
3623 713 34.0
713 2083 86.0
2083 713 86.0
713 1180 74.0
1180 713 74.0
714 1246 38.0
1246 714 38.0
714 1818 2.0
1818 714 2.0
714 1532 42.0
1532 714 42.0
714 2313 18.0
2313 714 18.0
715 2246 64.0
2246 715 64.0
715 3534 10.0
3534 715 10.0
715 2368 48.0
2368 715 48.0
716 2905 36.0
2905 716 36.0
716 3637 74.0
3637 716 74.0
716 2479 56.0
2479 716 56.0
717 781 66.0
781 717 66.0
717 2696 32.0
2696 717 32.0
718 3616 24.0
3616 718 24.0
718 834 54.0
834 718 54.0
718 2988 12.0
2988 718 12.0
719 3374 8.0
3374 719 8.0
720 1071 62.0
1071 720 62.0
720 790 150.0
790 720 150.0
720 769 58.0
769 720 58.0
721 1966 72.0
1966 721 72.0
721 3317 44.0
3317 721 44.0
721 3069 32.0
3069 721 32.0
722 1054 74.0
1054 722 74.0
722 2715 46.0
2715 722 46.0
722 3102 86.0
3102 722 86.0
723 2384 50.0
2384 723 50.0
723 2758 52.0
2758 723 52.0
724 1537 20.0
1537 724 20.0
724 2649 42.0
2649 724 42.0
725 1402 24.0
1402 725 24.0
725 3407 94.0
3407 725 94.0
725 2795 52.0
2795 725 52.0
726 2462 8.0
2462 726 8.0
726 1266 88.0
1266 726 88.0
726 3192 40.0
3192 726 40.0
726 1381 6.0
1381 726 6.0
727 1400 98.0
1400 727 98.0
727 3223 92.0
3223 727 92.0
727 2933 80.0
2933 727 80.0
728 770 46.0
770 728 46.0
728 3304 112.0
3304 728 112.0
728 1666 18.0
1666 728 18.0
729 3483 120.0
3483 729 120.0
729 955 162.0
955 729 162.0
729 1235 124.0
1235 729 124.0
729 3457 112.0
3457 729 112.0
730 2718 4.0
2718 730 4.0
730 1892 4.0
1892 730 4.0
730 838 22.0
838 730 22.0
731 833 24.0
833 731 24.0
731 2780 102.0
2780 731 102.0
731 1197 44.0
1197 731 44.0
732 1615 128.0
1615 732 128.0
732 1221 88.0
1221 732 88.0
732 2851 12.0
2851 732 12.0
732 2166 34.0
2166 732 34.0
733 3400 24.0
3400 733 24.0
733 2796 162.0
2796 733 162.0
733 1822 10.0
1822 733 10.0
733 842 78.0
842 733 78.0
734 1972 2.0
1972 734 2.0
734 1992 38.0
1992 734 38.0
734 2173 94.0
2173 734 94.0
735 2262 36.0
2262 735 36.0
735 1078 60.0
1078 735 60.0
735 981 24.0
981 735 24.0
735 1284 86.0
1284 735 86.0
736 789 162.0
789 736 162.0
736 3028 34.0
3028 736 34.0
737 3196 22.0
3196 737 22.0
737 785 86.0
785 737 86.0
738 1180 86.0
1180 738 86.0
738 2083 74.0
2083 738 74.0
738 1591 6.0
1591 738 6.0
738 1111 64.0
1111 738 64.0
739 3496 144.0
3496 739 144.0
739 3051 18.0
3051 739 18.0
740 3275 80.0
3275 740 80.0
740 3473 34.0
3473 740 34.0
740 1976 32.0
1976 740 32.0
740 2756 118.0
2756 740 118.0
741 3459 58.0
3459 741 58.0
741 1665 70.0
1665 741 70.0
741 2769 106.0
2769 741 106.0
741 1035 20.0
1035 741 20.0
742 1684 6.0
1684 742 6.0
742 1127 38.0
1127 742 38.0
742 3319 40.0
3319 742 40.0
743 1209 30.0
1209 743 30.0
743 2827 46.0
2827 743 46.0
743 3624 6.0
3624 743 6.0
743 2909 2.0
2909 743 2.0
744 1686 66.0
1686 744 66.0
744 1616 20.0
1616 744 20.0
744 2943 12.0
2943 744 12.0
744 2737 40.0
2737 744 40.0
745 3171 28.0
3171 745 28.0
745 2340 64.0
2340 745 64.0
745 2470 26.0
2470 745 26.0
745 1646 110.0
1646 745 110.0
746 1002 64.0
1002 746 64.0
746 780 60.0
780 746 60.0
746 2966 28.0
2966 746 28.0
747 1898 14.0
1898 747 14.0
747 1080 30.0
1080 747 30.0
747 3581 44.0
3581 747 44.0
747 1074 136.0
1074 747 136.0
748 3428 56.0
3428 748 56.0
748 3054 50.0
3054 748 50.0
748 1891 32.0
1891 748 32.0
749 2155 40.0
2155 749 40.0
749 3020 52.0
3020 749 52.0
749 2516 126.0
2516 749 126.0
750 3344 160.0
3344 750 160.0
750 1305 16.0
1305 750 16.0
750 2926 100.0
2926 750 100.0
751 1026 24.0
1026 751 24.0
751 3004 20.0
3004 751 20.0
751 2477 12.0
2477 751 12.0
751 834 92.0
834 751 92.0
752 3206 122.0
3206 752 122.0
752 2393 8.0
2393 752 8.0
753 1589 56.0
1589 753 56.0
753 3203 34.0
3203 753 34.0
753 2799 4.0
2799 753 4.0
753 2389 126.0
2389 753 126.0
754 1573 106.0
1573 754 106.0
754 3132 150.0
3132 754 150.0
754 1847 184.0
1847 754 184.0
755 3300 14.0
3300 755 14.0
755 945 112.0
945 755 112.0
755 856 52.0
856 755 52.0
755 3343 36.0
3343 755 36.0
756 2022 8.0
2022 756 8.0
756 2659 34.0
2659 756 34.0
756 1841 88.0
1841 756 88.0
757 1241 8.0
1241 757 8.0
757 2999 138.0
2999 757 138.0
757 3679 112.0
3679 757 112.0
758 2084 59.0
2084 758 59.0
758 2930 10.0
2930 758 10.0
759 3335 114.0
3335 759 114.0
759 1521 184.0
1521 759 184.0
759 2094 134.0
2094 759 134.0
760 1146 114.0
1146 760 114.0
760 1360 12.0
1360 760 12.0
760 2149 58.0
2149 760 58.0
761 1476 54.0
1476 761 54.0
761 2406 112.0
2406 761 112.0
761 2431 18.0
2431 761 18.0
762 2224 6.0
2224 762 6.0
762 2912 10.0
2912 762 10.0
762 2878 88.0
2878 762 88.0
762 2744 8.0
2744 762 8.0
763 3510 68.0
3510 763 68.0
763 1641 150.0
1641 763 150.0
763 1071 36.0
1071 763 36.0
763 3626 184.0
3626 763 184.0
764 3325 58.0
3325 764 58.0
764 2127 102.0
2127 764 102.0
764 1727 40.0
1727 764 40.0
764 1456 32.0
1456 764 32.0
765 3041 40.0
3041 765 40.0
765 1798 28.0
1798 765 28.0
765 1405 120.0
1405 765 120.0
766 2986 24.0
2986 766 24.0
766 2861 12.0
2861 766 12.0
766 3042 26.0
3042 766 26.0
767 2350 68.0
2350 767 68.0
767 1598 26.0
1598 767 26.0
767 1497 64.0
1497 767 64.0
767 1022 20.0
1022 767 20.0
768 2965 50.0
2965 768 50.0
769 1924 150.0
1924 769 150.0
769 3253 52.0
3253 769 52.0
769 3121 58.0
3121 769 58.0
770 3457 124.0
3457 770 124.0
770 1235 112.0
1235 770 112.0
770 1447 18.0
1447 770 18.0
771 1750 82.0
1750 771 82.0
771 1328 48.0
1328 771 48.0
772 3671 146.0
3671 772 146.0
772 818 142.0
818 772 142.0
773 3424 8.0
3424 773 8.0
773 3524 10.0
3524 773 10.0
774 3562 94.0
3562 774 94.0
774 3480 96.0
3480 774 96.0
774 2989 72.0
2989 774 72.0
774 1288 48.0
1288 774 48.0
775 2574 112.0
2574 775 112.0
775 3165 140.0
3165 775 140.0
775 2706 60.0
2706 775 60.0
776 2691 40.0
2691 776 40.0
777 3169 20.0
3169 777 20.0
777 2239 50.0
2239 777 50.0
777 1712 8.0
1712 777 8.0
778 3547 34.0
3547 778 34.0
778 1730 96.0
1730 778 96.0
778 1685 12.0
1685 778 12.0
779 3127 34.0
3127 779 34.0
779 3339 4.0
3339 779 4.0
780 2201 64.0
2201 780 64.0
780 1531 4.0
1531 780 4.0
780 3080 64.0
3080 780 64.0
781 2712 124.0
2712 781 124.0
781 2931 46.0
2931 781 46.0
782 1637 42.0
1637 782 42.0
782 934 32.0
934 782 32.0
782 1587 30.0
1587 782 30.0
783 988 2.0
988 783 2.0
784 1569 102.0
1569 784 102.0
784 3576 42.0
3576 784 42.0
784 1823 12.0
1823 784 12.0
784 3418 24.0
3418 784 24.0
785 2994 104.0
2994 785 104.0
786 2855 88.0
2855 786 88.0
786 3544 44.0
3544 786 44.0
786 1100 66.0
1100 786 66.0
786 3250 20.0
3250 786 20.0
787 2681 18.0
2681 787 18.0
787 3519 32.0
3519 787 32.0
788 2842 80.0
2842 788 80.0
788 872 140.0
872 788 140.0
789 796 30.0
796 789 30.0
789 1065 34.0
1065 789 34.0
790 1924 58.0
1924 790 58.0
791 1485 70.0
1485 791 70.0
792 2330 90.0
2330 792 90.0
792 2786 60.0
2786 792 60.0
792 1319 4.0
1319 792 4.0
792 1060 52.0
1060 792 52.0
793 2590 88.0
2590 793 88.0
793 2128 86.0
2128 793 86.0
793 3700 24.0
3700 793 24.0
794 1586 16.0
1586 794 16.0
794 1054 40.0
1054 794 40.0
795 2693 28.0
2693 795 28.0
795 3106 24.0
3106 795 24.0
795 1058 4.0
1058 795 4.0
796 839 122.0
839 796 122.0
796 1386 34.0
1386 796 34.0
797 1193 6.0
1193 797 6.0
797 2705 96.0
2705 797 96.0
797 3271 40.0
3271 797 40.0
